cluster,location,status,property_type,price,capital_gain_pct,price_per_sqft,area_sqft,bedrooms,date,sold_by,possible_partial_or_nonstandard_sale,source_file,source_page,record_uid
Eden,"Eden, The Valley, Al Yufrah 1",Ready,Villa,2650000.0,66.0,1266.0,1910.0,3,2026-04-17,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",18,c37043e8381debf0b5851bc024255b86774db886
Eden,"Eden, The Valley, Al Yufrah 1",Ready,Villa,2700000.0,64.0,1308.0,1873.0,3,2026-04-17,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",18,160c66afc81276536932fdaa77928f9f3bd04b9d
Vindera,"Vindera, The Valley, Al Yufrah 1",Ready,Villa,4226888.0,,1446.0,2838.0,4,2026-04-16,Developer,False,"The Valley (All Phases), Al Yufrah 1-3.pdf",18,dceec479002665248f2a4f25d956ff51485c2cd8
Rivana,"Rivana, The Valley, Al Yufrah 1",Offplan,Villa,3550000.0,-8.0,1068.0,3236.0,4,2026-04-16,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",18,eeaec754c653b245af0dd6461bb7b4949908a7c5
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2750000.0,75.0,1399.0,1873.0,3,2026-04-16,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",18,79eb625b219e4d857a95b83396c720427fbdec1e
Elora,"Elora, The Valley, Al Yufrah 1",Ready,Villa,3200000.0,-4.0,1221.0,3305.0,4,2026-04-16,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",18,6714bc8dc5de173cc0322504984c03c327758ab6
Avena,"Avena, The Valley, Al Yufrah 1",Offplan,Villa,4790000.0,3.0,1300.0,4419.0,4,2026-04-15,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,18d12b20174d4552f8edfad60f9fc8d251ed6be5
Lillia,"Lillia, The Valley, Al Yufrah 1",Offplan,Villa,2525000.0,15.0,1188.0,1483.0,3,2026-04-15,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,9f26fff5e145eec9f2ad595ac66023be4291a516
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2780000.0,77.0,1469.0,1873.0,3,2026-04-15,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,68886377aed41d8efc9905d419ea237bae87c380
Nima,"Nima, The Valley, Al Yufrah 1",Offplan,Villa,2700000.0,18.0,1142.0,1987.0,3,2026-04-14,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,c01efcae942c6bb5487094a6ce1df58faf055a4e
Velora 2,"Velora 2, The Valley, Al Yufrah 1",Ready,Villa,3475888.0,,1272.0,2963.0,4,2026-04-14,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,7246cd623726af0c95ffe7595063e4dfefeb9fc6
Eden,"Eden, The Valley, Al Yufrah 1",Ready,Villa,2790000.0,28.0,1423.0,1873.0,3,2026-04-13,Individual (3 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,fb3e657c22266f367f30657df68dd593ad28c627
Nima,"Nima, The Valley, Al Yufrah 1",Offplan,Villa,2783888.0,,1071.0,3016.0,4,2026-04-10,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,1e12f3c32bdbd0194de2af52de3d6bc3bfdd2b1b
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2740000.0,75.0,1394.0,1873.0,3,2026-04-10,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,06c22af0067f815774b643120e46c4c6c0a199de
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,2800000.0,9.0,1347.0,1898.0,3,2026-04-09,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,db4243563e313d1269e1a8e25b12c619d4896a20
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,2730000.0,14.0,1460.0,1873.0,3,2026-04-09,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,7049b0c33b98c8bcfdc52c47e5b2c5f4f8b167c1
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2280000.0,41.0,1134.0,1904.0,3,2026-04-06,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,b0fe00159662eac3c3f21af13d4dfa4192f8ec94
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,3200000.0,68.0,1463.0,2772.0,4,2026-04-06,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,ed165567cc2b8781774e50949f456a80b17ec9b4
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2999995.0,101.0,1457.0,1873.0,3,2026-04-06,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",19,bae19a065c0a66f4f634a95a81628149d2c89735
Eden,"Eden, The Valley, Al Yufrah 1",Ready,Villa,3350000.0,29.0,1430.0,2772.0,4,2026-04-03,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,7838185c799a30d2d8b24b769666b6e6880f9c8a
Rivana,"Rivana, The Valley, Al Yufrah 1",Offplan,Villa,4050000.0,19.0,1140.0,3588.0,4,2026-04-02,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,5cc707919f161a86ff841cdb6397ef2152efa493
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,4100000.0,82.0,1794.0,3834.0,4,2026-04-02,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,7cfbe0a077f022cc8799964de7bb77686037ab1b
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3625000.0,10.0,1586.0,2750.0,4,2026-04-02,Individual (3 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,5047e2ae281a18bca4e035158cf237a64a2ef522
Alana,"Alana, The Valley, Al Yufrah 1",Ready,Villa,3900000.0,12.0,1042.0,3364.0,3,2026-03-31,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,42013010a8887f4cb7f99d429b3736149032669b
Elea,"Elea, The Valley, Al Yufrah 1",Ready,Villa,3667888.0,,1294.0,3621.0,4,2026-03-30,Developer,False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,d1dd4bc16851c7d0694f5ef9e2d4f2a6ba070f5e
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,2750000.0,45.0,1448.0,1873.0,3,2026-03-30,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,7df4a56da46323099da101f9d31c31331c4f9cfb
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3300000.0,17.0,1476.0,2772.0,4,2026-03-28,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,d46390373c10b1e9dadfb1179f352e5f118f3df0
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2850000.0,12.0,1367.0,1904.0,3,2026-03-27,Individual (3 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,c54c8b9f1cae7f18746038a75ef656996879ef6a
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,4000000.0,95.0,1777.0,3864.0,4,2026-03-27,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,a6d1dcd4b08fb76a8671d033e896164cbe1b7004
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,3750000.0,83.0,1640.0,3313.0,4,2026-03-27,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,daf857b3614378bf459ad011072a161ed44a1fd1
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3450000.0,60.0,1525.0,2772.0,4,2026-03-26,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,dd21be6c1498542c7c1b2ff2b9fa9a29bc8e9936
Velora,"Velora, The Valley, Al Yufrah 1",Ready,Villa,3245888.0,,1189.0,2974.0,4,2026-03-25,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",20,01d2a31a9a2a1b0dd407249e0b17bfaacfaa37af
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3400000.0,99.0,1502.0,2772.0,4,2026-03-25,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,b457708e096c4524e2acaccfd6002049ebee2975
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,4110000.0,102.0,1883.0,2772.0,4,2026-03-24,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,8032109ac1f015fbcdf6e9753d34603975a7c3c8
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3470000.0,12.0,1585.0,2772.0,4,2026-03-24,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,04067bc6a7f823df5c7414343906fd8dc468da71
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2800000.0,69.0,1427.0,1873.0,3,2026-03-23,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,58dc298b42de5bf41e2be3e691329d294a436e8e
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2800000.0,81.0,1480.0,1873.0,3,2026-03-23,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,ec5b491e5c027ee601934f1a081bf6006c42129f
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2900000.0,71.0,1533.0,1873.0,3,2026-03-18,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,31792a138d784374dcc111d9cd18042021fd3cd2
Avena,"Avena, The Valley, Al Yufrah 1",Offplan,Villa,4373888.0,,1179.0,3229.0,4,2026-03-18,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,88d317820ed17361d0fdc35b38c265d26ab60353
Rivana,"Rivana, The Valley, Al Yufrah 1",Offplan,Villa,4150000.0,23.0,1171.0,3348.0,4,2026-03-18,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,61970aa1e3ce65a06f9f8ba90450305b9cc4eaf2
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,2900000.0,66.0,1530.0,1881.0,3,2026-03-18,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,a3c556412b60e1d2a559467503b7965c4410d43b
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3700000.0,99.0,1670.0,2772.0,4,2026-03-18,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,8291d1cf4f1b127824740b304113a73db297f40a
Lillia,"Lillia, The Valley, Al Yufrah 1",Offplan,Villa,2525000.0,15.0,1188.0,1483.0,3,2026-03-17,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,a7711db48f9e6920f71c19abf6a65c86cac463ff
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2750000.0,46.0,1397.0,1873.0,3,2026-03-17,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,fc63c633987c23202d490a7f51af99af5d563789
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,2900000.0,86.0,1423.0,1873.0,3,2026-03-17,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",21,9518ce046a0c41ad2ac6866691c407c6b6b6557a
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,3800000.0,72.0,1685.0,2771.0,4,2026-03-16,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,54864afadfda2f0e7bc7eb1717cdaae3d0b40849
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,3000000.0,96.0,1424.0,1873.0,3,2026-03-13,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,75d93bd444a5b995df7898886f5a5aec6a5d315d
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2850000.0,27.0,1349.0,1873.0,3,2026-03-13,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,e2d04b1d8141571c8dcc374fd1a470ccb8d39d01
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2800000.0,97.0,1343.0,1904.0,3,2026-03-12,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,162e0922c4c103fd9c6958e0111806d779a36cde
Venera,"Venera, The Valley, Al Yufrah 1",Offplan,Villa,3359888.0,,1249.0,3177.0,4,2026-03-12,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,ec0b6a001a9d77ccc7d47cf43f9debb1e136e8c9
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,3600000.0,83.0,1646.0,2772.0,4,2026-03-12,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,90c1320d828e9b6af166e0330f119497ab2054cf
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3200000.0,129.0,1703.0,1873.0,3,2026-03-11,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,8a7999cf8741b98130bffe947254ccbc717c9402
Vindera,"Vindera, The Valley, Al Yufrah 1",Ready,Villa,4300888.0,,1479.0,2971.0,4,2026-03-11,Developer,False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,5678b1564487e0784306fac73b8ca58fa51a2c5b
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2775000.0,39.0,1449.0,1873.0,3,2026-03-11,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,31f438eea7401007269074880a4e933ec80d3fa2
Alana,"Alana, The Valley, Al Yufrah 1",Ready,Villa,4451888.0,,1058.0,4395.0,4,2026-03-10,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,67e4c86ea9f52d28dca2fe3ffec02a4b5f31dfeb
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2725000.0,33.0,1421.0,1873.0,3,2026-03-10,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,36cce58025d54b61fbbe5dbbac5e647fc5f3110e
Vindera,"Vindera, The Valley, Al Yufrah 1",Ready,Villa,3137888.0,,1309.0,1793.0,3,2026-03-09,Developer,False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,d45731d18d263a29b707b1a720adddbb52bfaaf3
Nima,"Nima, The Valley, Al Yufrah 1",Offplan,Villa,2700000.0,18.0,1142.0,2013.0,3,2026-03-07,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",22,a678e8ffe9d2cf76f8b867e3c55169ce55171d48
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2950000.0,117.0,1546.0,1873.0,3,2026-03-06,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,03cef1e9ef174fe10d1fdfb21cb5dc627d4416c2
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2600000.0,73.0,1374.0,1873.0,3,2026-03-06,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,58829b25b76d3b86610ba1be8dced68844255812
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2600000.0,70.0,1356.0,1873.0,3,2026-03-06,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,cfb872d47504548b2e89b96f755b16b5f2d8eb66
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2850000.0,54.0,1349.0,1873.0,3,2026-03-06,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,b680c3c4963c1e1356fad0aabacf88bd48fe2718
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,2927000.0,72.0,1389.0,1873.0,3,2026-03-05,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,cd2d9a5ef5d8d1ab640d5ddd46079d357ed95dbe
Farm Grove,"Farm Grove, The Valley, Al Yufrah 1",Offplan,Villa,4758888.0,,1267.0,3310.0,4,2026-03-03,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,58ec0c0e6ad7c42f9718024296f70a8f6dde5300
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2940000.0,68.0,1486.0,1873.0,3,2026-03-03,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,05f2525ea772a332587d2f02b474fb393053a0c8
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2870000.0,104.0,1391.0,1873.0,3,2026-02-27,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,9fc46e98b577de6de65416d3924a093f49201b1d
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2562500.0,71.0,1357.0,1873.0,3,2026-02-27,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,d0aac1d9b5e60a9b71e94115278ec1ee69bab0ec
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2965000.0,56.0,1540.0,1904.0,3,2026-02-27,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,e13422b04a6ca58cb68caba5dbb02dbfffaf556a
Farm Grove,"Farm Grove, The Valley, Al Yufrah 1",Offplan,Villa,4751888.0,,1270.0,3391.0,4,2026-02-27,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,a6da535059087a0872fbd982bea9315db0490551
Farm Gardens 2,"Farm Gardens 2, The Valley, Al Yufrah 1",Offplan,Villa,7930000.0,2.0,1194.0,8783.0,4,2026-02-26,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,ca2eccbfc79ca5ecc328a375afc3c793911f04ac
Alana,"Alana, The Valley, Al Yufrah 1",Ready,Villa,2361220.0,,631.0,3273.0,3,2026-02-25,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",23,36bc2b9a7e661c4e5fe0ac497918fc2b0aacd78c
Elva,"Elva, The Valley, Al Yufrah 1",Ready,Villa,3111888.0,,1288.0,2019.0,3,2026-02-25,Developer,False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,b763ae5cdb0140cd3209b2cbafb2d6ba8aa628b7
Elora,"Elora, The Valley, Al Yufrah 1",Ready,Villa,2300000.0,7.0,1094.0,1483.0,3,2026-02-25,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,f66a4d4eb0e1c229a78357ca6ebb68b0d3274002
Alana,"Alana, The Valley, Al Yufrah 1",Ready,Villa,4250000.0,10.0,1142.0,3513.0,3,2026-02-25,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,96ec75b80ee25ec7f62647bdc71862fbdc96608e
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2910000.0,35.0,1520.0,1873.0,3,2026-02-25,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,3059036df0c6a1967cf6edb8e2464d3e5112b1a6
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,2775000.0,90.0,1427.0,1904.0,3,2026-02-25,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,98f39dabfcce1a85b43990a6f775a7e25f04b4ee
Orania,"Orania, The Valley, Al Yufrah 1",Ready,Villa,2725000.0,37.0,1421.0,1873.0,3,2026-02-24,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,61a85258a5f59cf4f5c338ae8e7e99cdc7e21628
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,2850000.0,24.0,1501.0,1887.0,3,2026-02-24,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,9380e51625b6ace74dc080986ce082d7b3404ef2
Rivana,"Rivana, The Valley, Al Yufrah 1",Offplan,Villa,5450000.0,10.0,1200.0,5323.0,5,2026-02-23,Individual (3 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,a380068c5690bf263a0d15ddb51a1c2c2614ea6b
Nima,"Nima, The Valley, Al Yufrah 1",Offplan,Villa,2760000.0,19.0,1130.0,1873.0,3,2026-02-23,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,11b59e7beacf750a30768f46d53733fc1bc5b1be
Talia,"Talia, The Valley, Al Yufrah 1",Ready,Villa,3450000.0,60.0,1537.0,2750.0,4,2026-02-23,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,2ab252a36d99b0384eea92d8aa900dbc96555197
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3500000.0,290.0,1599.0,2772.0,4,2026-02-23,Individual (2 Times),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,ae6c29ae09d3a187e44b9357783539feb0eed8e1
Nara,"Nara, The Valley, Al Yufrah 1",Ready,Villa,3670000.0,104.0,1605.0,2772.0,4,2026-02-21,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,220a51f95d9fe851b76c84b4c896253dbcfee18f
Farm Gardens 2,"Farm Gardens 2, The Valley, Al Yufrah 1",Offplan,Villa,7897746.0,2.0,1235.0,8925.0,4,2026-02-20,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",24,fca46e012b9489cba8b025b7ad00bfe369f8937c
Velora 2,"Velora 2, The Valley, Al Yufrah 1",Ready,Villa,3850000.0,7.0,1429.0,2972.0,4,2026-02-19,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",25,62c6f560d0e70b1fa81915248c0b632e0e71ef12
Vindera,"Vindera, The Valley, Al Yufrah 1",Ready,Villa,3121888.0,,1299.0,1786.0,3,2026-02-18,Developer,False,"The Valley (All Phases), Al Yufrah 1-3.pdf",25,32fa04b048a3b45a9cfe0e55b0211660a4e8b4ea
Velora,"Velora, The Valley, Al Yufrah 1",Ready,Villa,3100000.0,9.0,1150.0,2971.0,4,2026-02-18,Individual (1 Time),False,"The Valley (All Phases), Al Yufrah 1-3.pdf",25,98df7e34e282dd4bbcabbe978c26707d466cf2c3
