cluster,location,property_type,bedrooms,area_sqft,contract_rent,duration_months,annualised_rent,annualised_rent_per_sqft,rental_yield_pct,contract_type,start_date,end_date,purchase_price,source_file,source_page,record_uid
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,138000.0,12,138000.0,73.67859049652964,8.6,New,2026-03-29,2027-03-28,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",35,87eaef27cb23fcb06d1c106d7bf5edab7945ede3
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,13,133846.15384615384,71.46084028091502,10.4,Renewed,2026-03-28,2027-04-27,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",30,a5fd83e39e430bd6f653cb971c11d6d87b44a5ab
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,10.8,New,2026-03-27,2027-03-26,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",35,dc0bb35286a372ce1b7f7007463fc3653657e0ea
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,175000.0,12,175000.0,63.13131313131313,4.9,New,2026-03-27,2027-03-26,3600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",35,e846fcfb698c97ba557abee945b53ebb09c67e78
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,9.5,New,2026-03-26,2027-03-25,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,39a8b3fe73335d72d5b09ed96ba7230e75b40c6f
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,126000.0,12,126000.0,67.27175654030967,8.7,New,2026-03-25,2027-03-24,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,3f43126975fbfd55aeaf8804a62aaed9fb31fd9e
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,9.5,Renewed,2026-03-25,2027-03-24,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,f084432541ce902980bd099ff1cfef95e49df00d
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2772.0,170000.0,12,170000.0,61.32756132756133,5.0,New,2026-03-23,2027-03-22,3400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",35,7bda1c716ca8903bb269d00a22cd62820710ffea
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2750.0,170000.0,12,170000.0,61.81818181818182,4.9,New,2026-03-23,2027-03-17,3500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,95d8f97b9b28cb781232fb2a793b5c56d831839e
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,5.1,New,2026-03-20,2027-03-19,2800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,23b8ab50206207d6481e3f9c36c5b233b1acaac6
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,12.9,New,2026-03-20,2027-03-19,1100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,ba5a1801a6fdd77c4ee6b3d141aa874ce60bb552
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1889.0,140000.0,12,140000.0,74.11328745367919,5.8,New,2026-03-20,2027-03-19,2400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,9449b1472975474de149387150dbb8f21cc594f0
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,125000.0,12,125000.0,66.73785371062466,10.6,New,2026-03-20,2027-03-19,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,03f97568b2d34fa1c79ca45f0ee506153166fda7
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,5.1,New,2026-03-20,2027-03-19,2900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,38bfb59da773698c682ae3d622cba5c60dca30e8
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,5.3,New,2026-03-20,2027-03-19,2500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,c9e3bf80d8acf8cdcc474b43f5fc958b9b551c0e
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,5.4,New,2026-03-20,2027-03-19,2500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,315796dc96f773cdc4120ecf9fee7ce42deadc9e
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,11.3,New,2026-03-20,2027-03-19,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,00445ee2cdee7dbd39a73837eca497a349c5d6db
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,5.1,New,2026-03-20,2027-03-19,2800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",7,8a47fb2be6838b65b34a8b153fb16e9ceec1c8c7
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,11.2,Renewed,2026-03-18,2027-03-17,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,480f91b63ee6d856cb8d90bfecb6aba317018614
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,7.5,New,2026-03-18,2027-03-17,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,6f7d29e10b022d6f487725cc6e1d4842b32d2b65
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,132000.0,12,132000.0,70.47517351841965,9.1,Renewed,2026-03-17,2027-03-16,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,6f2e298b885c41b80209ef90ccc4edb1156bac9b
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,10.4,Renewed,2026-03-17,2027-03-16,1300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",35,4beac59545a8d61133b78fe9da9cde6dc0870ca7
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,128000.0,12,128000.0,68.33956219967966,8.2,New,2026-03-17,2027-03-16,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",36,f4907c2ed366107d323a1f393abf511dc53ad7f6
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,5.5,New,2026-03-17,2027-03-16,2500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,8a45a7fee5d9e8c1a40585dec51487b63adb8f78
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,180000.0,12,180000.0,64.93506493506493,9.7,New,2026-03-16,2027-03-15,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,cab7c5e1db80143ead4551956d491190f03203ff
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,5.1,New,2026-03-16,2027-03-15,2700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",35,2ea0adb1467f4ea9926e1298ceaa4603f06ffc15
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,5.2,New,2026-03-14,2027-03-13,2800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,4913653475bc771f9b38ab34903068158382e0d1
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,9.1,New,2026-03-12,2027-03-11,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,80c7a64000a361e8d1272178de621cf5c450657b
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,140000.0,12,140000.0,73.52941176470588,8.8,New,2026-03-10,2027-03-09,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,95f486cc7370427f52de728bb13c8a6fe8956907
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1889.0,145000.0,12,145000.0,76.76019057702489,5.5,New,2026-03-10,2027-03-09,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,bbd6f081d1442fed5aad8db5a769fd88e6112071
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,5.9,New,2026-03-10,2027-03-09,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,844ad038af64f13e91ae7fbd36cf134981db2da8
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,9.1,New,2026-03-10,2027-03-09,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,66d0b92489ad23a78321708611ed94fd454d8175
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2762.0,190000.0,12,190000.0,68.79073135409124,10.8,New,2026-03-10,2027-03-09,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,15126aba223e8042bd5c5471a6f33af172405882
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,9.1,New,2026-03-09,2027-03-08,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,85b58bb39dc278da50c633a0c187f87fa3ba5ea2
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,175000.0,12,175000.0,63.13131313131313,5.0,New,2026-03-08,2027-03-07,3500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,331271b5b4755affd2e3d3542d5c0a74d6beaddf
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,5.1,New,2026-03-07,2027-03-06,3000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,feddeeb0fe57c1f1e61c8f66e27e6b8d09e5cc4c
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,142000.0,12,142000.0,75.81420181526963,9.1,New,2026-03-07,2027-03-06,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,f14de37c5fece2c75abb44dacc0c82ef15548ab0
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,6.5,New,2026-03-06,2027-03-05,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,f229f404b35568c6978be9a8961e3c0941436345
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1909.0,135000.0,12,135000.0,70.71765322158198,5.4,New,2026-03-06,2027-03-05,2500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,b4e04dfa46c2771bfed89e6af5a29a9798549b25
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,9.3,New,2026-03-05,2027-03-04,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,bcc4557e2decf7cdb613e3974c81104b39072d82
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,8.8,New,2026-03-04,2027-03-03,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,cca3fb043862f49f948a6191554dc2f69f474430
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,7.4,New,2026-03-03,2027-03-02,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,e2f254e63539a037ddce350ced8c9316d58f7bf4
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,5.0,New,2026-03-03,2027-03-02,2800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,7d8589e681aae6231852cb4e14b209963e71dc41
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,8.6,New,2026-03-01,2027-02-28,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,6bde83e5ad6e16d55645ef0bbe36c494c234b434
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,4.9,New,2026-03-01,2027-02-28,2900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,01c9ea2054de39c2d99a8dc86996cf1dcac0a67d
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,8.8,New,2026-03-01,2027-02-28,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,61f2133c98ed16116c24214e4042977cc5723c91
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,11.1,New,2026-03-01,2027-02-28,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,ec5271cf751eff668b6a52fba6cfdd2b6a850982
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,175000.0,12,175000.0,93.43299519487454,6.3,New,2026-03-01,2027-02-28,2800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,4831bf923a7264a77b03d5aaf571482aa038ea5b
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,8.6,New,2026-03-01,2027-02-28,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,ad08572e2fbb40b15f615994d7713bb4a2ff57ac
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,9.7,New,2026-03-01,2027-02-28,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,23c293db68bd0cf28695bb10086f6b1226d737fc
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,3015.0,170000.0,12,170000.0,56.38474295190713,7.8,New,2026-03-01,2027-02-28,2200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,afa6972d76b2ec668d128ec58872453e5a158ed0
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,8.3,New,2026-03-01,2027-02-28,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,9f56c419ceda971ac103d5a5a7cf264d578b01c0
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1898.0,136500.0,12,136500.0,71.91780821917808,7.6,Renewed,2026-03-01,2027-02-28,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",43,2e85cda83b87a5467b7257005c0189c116cc7e3a
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,5.6,New,2026-02-28,2027-02-27,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,965042dafb8e7fb2e0ef3a34bb70681e27b60f6e
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,210000.0,12,210000.0,75.75757575757575,10.4,New,2026-02-28,2027-02-27,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",33,e869a640383fc851a035c39ee7525d2b5e9d01ae
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2773.0,175000.0,12,175000.0,63.10854670032456,4.9,New,2026-02-28,2027-02-27,3600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",38,6d4bb21009c32f33d78d654e4a7c9d438102b21d
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2803.0,170000.0,12,170000.0,60.64930431680342,10.1,New,2026-02-28,2027-02-27,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,51a11e04d5b340f7436abef1db989b58ec252ab4
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,4.9,New,2026-02-28,2027-02-27,2900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,11ac01dc8ab074332377bd9235e316936041033e
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,9.3,New,2026-02-28,2027-02-27,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,9d61fe2380a874d68f73dde6793b173c894aca2e
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,2809.0,175000.0,12,175000.0,62.2997508009968,8.9,New,2026-02-26,2027-02-25,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,06f442c3ae4aef8a1d2893ba11de959c6f7eac22
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,140000.0,12,140000.0,73.52941176470588,9.0,New,2026-02-26,2027-02-25,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,7451743e18ba8f4ba1a91327cee466d5287a1b08
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2798.0,175000.0,12,175000.0,62.544674767691205,11.5,New,2026-02-26,2027-02-25,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,3718376eb5e28afecd901f642799581446d730a6
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,10.8,New,2026-02-24,2027-02-23,1300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,b413a69abe73114ab2bdb203756b5e85c7e1d5bb
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,300000.0,24,150000.0,80.0854244527496,19.0,New,2026-02-23,2028-02-22,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,eb1651629898860236c2b9e73624de9cb91696ef
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,3104.0,190000.0,12,190000.0,61.21134020618557,8.0,New,2026-02-23,2027-02-22,2400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",39,5245d223fc565b0dfb3e39f5f4426d87036f9866
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,10.7,Renewed,2026-02-22,2027-02-21,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,9ad7f12b614627985bf80555606e15681e4a8bab
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,8.5,New,2026-02-22,2027-02-21,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,e243f2ffe9b608891d1b7124cc022fe2b33f5377
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,10.0,New,2026-02-21,2027-02-20,1300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,8c588c45893bcf8f922c40bd68abd30eecaea3b2
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2750.0,190000.0,12,190000.0,69.0909090909091,6.7,New,2026-02-20,2027-02-19,2900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,223509833b1c275c11eaf8520be59d5009df9ef1
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,8.7,New,2026-02-20,2027-02-19,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,07b7cca9e36112afab1fe33853160345e100a0f1
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,8.8,New,2026-02-20,2027-02-19,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,fa813db9cf318d92ccb6856c60e700ec85ee63d0
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2803.0,170000.0,12,170000.0,60.64930431680342,11.0,New,2026-02-20,2027-02-19,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",34,cbc69fc05e16095a22dd153ccce3cd5d5bd17c15
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,9.6,New,2026-02-20,2027-02-19,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,045d0b09f9d33633fc1bfc791b0759258ab2fdb2
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,6.6,New,2026-02-19,2027-02-18,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,fd98e1c6960d745517197d49da9e3118206c3b21
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,13,124615.38461538461,66.53250646843813,9.0,New,2026-02-18,2027-02-18,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,3b544323ef136bc3387e6d6e8efabeeaa703d49c
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,140000.0,12,140000.0,73.52941176470588,7.9,New,2026-02-17,2027-02-16,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,e57f8821dc8122c72d9a91aa8b2af77715e25330
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,6.9,New,2026-02-16,2027-02-15,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,1619b9a9bf36e55b5418ccb940ec70c200321a0c
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,5.3,New,2026-02-15,2027-02-14,2500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,f268ee864666073437fa3e758fdd82816e886999
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,5.0,New,2026-02-15,2027-02-14,2900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,904ec68e05bd7ad790de34bc43e00e3d5bb1dc64
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,270000.0,24,135000.0,72.07688200747464,18.1,New,2026-02-15,2028-02-14,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",43,de8e2601ad150abedf58aba82e9d720deae182b8
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,10.9,Renewed,2026-02-15,2027-02-14,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",34,3ac6cb3e33da616efbfc1286570e35ff3e701567
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,8.4,New,2026-02-15,2027-02-14,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,6cc653b0da8bb63a5c68144d44020c86ce1f853d
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2799.0,173000.0,12,173000.0,61.80778849589139,9.2,New,2026-02-15,2027-02-14,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,a4118aa76b9e54d304327b0758984ad6f9f773cc
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,5.2,New,2026-02-15,2027-02-14,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",43,f06fd6b966e3937cfb64ca2859a6495e7a5df67a
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,8.8,New,2026-02-15,2027-02-14,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,f3335c57bef6b739aa19f2900dc80c07dced339d
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2772.0,175000.0,12,175000.0,63.13131313131313,11.6,Renewed,2026-02-14,2027-02-13,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",40,ad9d8e58b1806b9e8cd04c097e796adbe4de6160
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2772.0,165000.0,12,165000.0,59.523809523809526,9.2,New,2026-02-14,2027-02-13,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,1cfa4fcc6111d8ce6f00614c736e701d0d0ff202
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1894.0,140000.0,12,140000.0,73.91763463569166,9.4,New,2026-02-13,2027-02-12,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",37,01fc0ccc10768d9260e9f3b1fedfc35d83b10b84
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2772.0,175000.0,12,175000.0,63.13131313131313,10.3,New,2026-02-13,2027-02-12,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",41,a73488add1666bffe09ad2a23d6186320df42504
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,6.3,New,2026-02-13,2027-02-12,2200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,a72ae6359beb1daa0ae5d4ea521b2773d73d626b
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,6.7,New,2026-02-12,2027-02-11,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",43,2bb29acef52c87e6ad00ff244c565bf8bcbca6c1
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,435000.0,36,145000.0,77.41591030432461,19.3,New,2026-02-12,2029-02-11,2300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,7003957dd303eea2d3f2cc192b8fbbbe4fd86ec2
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2772.0,185000.0,12,185000.0,66.73881673881674,5.4,New,2026-02-12,2027-02-11,3400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,6e09715af5b7ec51eaedb5f8696a05ac6a51f1d4
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,5.2,New,2026-02-12,2027-02-11,2700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,bf6bd80da07070012371af68ded43c4bddeead6a
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,125000.0,12,125000.0,65.65126050420169,8.0,New,2026-02-10,2027-02-09,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,0cb1d3eee269dd98fd875bf49842c8cc38c33985
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,2797.0,180000.0,12,180000.0,64.35466571326421,9.0,New,2026-02-10,2027-02-09,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",46,fbe6626dc16db003155f625353b58029459ca524
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,132000.0,12,132000.0,70.47517351841965,9.6,New,2026-02-10,2027-02-09,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,8003584913798f66e39e3eb8532eb9b170bede25
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,3793.0,210000.0,12,210000.0,55.36514632217242,6.8,New,2026-02-09,2027-02-08,3100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",42,203d4b5044e84ed561cd8692c18e2fad432b67df
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2750.0,170000.0,12,170000.0,61.81818181818182,9.2,New,2026-02-06,2027-02-05,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",43,5ec4ffb56f1ec2fcba44fa0e0edee64350befe16
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,5.1,New,2026-02-05,2027-02-04,2800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",43,7b7da0093e896b7e7efe9ce3eb4572820c6f68f7
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,9.8,New,2026-02-05,2027-02-04,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",43,1faaa7495d122944493cec61a34be389c5ec0ff8
